"","verbatimIdentification","scientificName","ScientificName2010","ScientificName2018","BirdTree","tip.label"
"230","Phalacrocorax carbo","Phalacrocorax carbo","Phalacrocorax carbo","Phalacrocorax carbo","Phalacrocorax carbo","Phalacrocorax_carbo"
"231","Falco subbuteo","Falco subbuteo","Falco subbuteo","Falco subbuteo","Falco subbuteo","Falco_subbuteo"
"232","Aythya nyroca","Aythya nyroca","Aythya nyroca","Aythya nyroca","Aythya nyroca","Aythya_nyroca"
"233","Netta rufina","Netta rufina","Netta rufina","Netta rufina","Netta rufina","Netta_rufina"
"234","Upupa epops","Upupa epops","Upupa epops","Upupa epops","Upupa epops","Upupa_epops"
"235","Turdus iliacus","Turdus iliacus","Turdus iliacus","Turdus iliacus","Turdus iliacus","Turdus_iliacus"
"236","Bucephala clangula","Bucephala clangula","Bucephala clangula","Bucephala clangula","Bucephala clangula","Bucephala_clangula"
"237","Anthus spinoletta","Anthus spinoletta","Anthus spinoletta","Anthus spinoletta","Anthus spinoletta","Anthus_spinoletta"
"238","Emberiza hortulana","Emberiza hortulana","Emberiza hortulana","Emberiza hortulana","Emberiza hortulana","Emberiza_hortulana"
"239","Prunella collaris","Prunella collaris","Prunella collaris","Prunella collaris","Prunella collaris","Prunella_collaris"
"240","Aquila pomarina","Clanga pomarina","Aquila pomarina","Clanga pomarina","Aquila pomarina","Aquila_pomarina"
"241","Clanga pomarina","Clanga pomarina","Aquila pomarina","Clanga pomarina","Aquila pomarina","Aquila_pomarina"
"242","Charadrius morinellus","Eudromias morinellus","Eudromias morinellus","Eudromias morinellus","Eudromias morinellus","Eudromias_morinellus"
"243","Eudromias morinellus","Eudromias morinellus","Eudromias morinellus","Eudromias morinellus","Eudromias morinellus","Eudromias_morinellus"
"244","Anthus campestris","Anthus campestris","Anthus campestris","Anthus campestris","Anthus campestris","Anthus_campestris"
"245","Porzana parva","Zapornia parva","Porzana parva","Zapornia parva","Porzana parva","Porzana_parva"
"246","Zapornia parva","Zapornia parva","Porzana parva","Zapornia parva","Porzana parva","Porzana_parva"
"247","Anser anser","Anser anser","Anser anser","Anser anser","Anser anser","Anser_anser"
"248","Mergus merganser","Mergus merganser","Mergus merganser","Mergus merganser","Mergus merganser","Mergus_merganser"
"249","Porzana porzana","Porzana porzana","Porzana porzana","Porzana porzana","Porzana porzana","Porzana_porzana"
"250","Panurus biarmicus","Panurus biarmicus","Panurus biarmicus","Panurus biarmicus","Panurus biarmicus","Panurus_biarmicus"
"251","Tringa totanus","Tringa totanus","Tringa totanus","Tringa totanus","Tringa totanus","Tringa_totanus"
"252","Anas acuta","Anas acuta","Anas acuta","Anas acuta","Anas acuta","Anas_acuta"
"253","Merops apiaster","Merops apiaster","Merops apiaster","Merops apiaster","Merops apiaster","Merops_apiaster"
"254","Asio flammeus","Asio flammeus","Asio flammeus","Asio flammeus","Asio flammeus","Asio_flammeus"
"255","Numenius arquata","Numenius arquata","Numenius arquata","Numenius arquata","Numenius arquata","Numenius_arquata"
"256","Picoides tridactylus","Picoides tridactylus","Picoides tridactylus","Picoides tridactylus","Picoides dorsalis","Picoides_dorsalis"
"257","Picoides tridactylus","Picoides tridactylus","Picoides tridactylus","Picoides tridactylus","Picoides dorsalis","Picoides_dorsalis"
"258","Picoides dorsalis","Picoides tridactylus","Picoides tridactylus","Picoides tridactylus","Picoides dorsalis","Picoides_dorsalis"
"259","Picoides tridactylus","Picoides tridactylus","Picoides tridactylus","Picoides tridactylus","Picoides tridactylus","Picoides_tridactylus"
"260","Picoides tridactylus","Picoides tridactylus","Picoides tridactylus","Picoides tridactylus","Picoides tridactylus","Picoides_tridactylus"
"261","Picoides dorsalis","Picoides tridactylus","Picoides tridactylus","Picoides tridactylus","Picoides tridactylus","Picoides_tridactylus"
"262","Larus canus","Larus canus","Larus canus","Larus canus","Larus canus","Larus_canus"
"263","Larus cachinnans","Larus cachinnans","Larus cachinnans","Larus cachinnans","Larus cachinnans","Larus_cachinnans"
"264","Sterna hirundo","Sterna hirundo","Sterna hirundo","Sterna hirundo","Sterna hirundo","Sterna_hirundo"
"265","Luscinia luscinia","Luscinia luscinia","Luscinia luscinia","Luscinia luscinia","Luscinia luscinia","Luscinia_luscinia"
"266","Limosa limosa","Limosa limosa","Limosa limosa","Limosa limosa","Limosa limosa","Limosa_limosa"
"267","Nycticorax nycticorax","Nycticorax nycticorax","Nycticorax nycticorax","Nycticorax nycticorax","Nycticorax nycticorax","Nycticorax_nycticorax"
"268","Larus melanocephalus","Larus melanocephalus","Larus melanocephalus","Larus melanocephalus","Larus melanocephalus","Larus_melanocephalus"
"269","Dendrocopos syriacus","Dendrocopos syriacus","Dendrocopos syriacus","Dendrocopos syriacus","Dendrocopos syriacus","Dendrocopos_syriacus"
"270","Ardea purpurea","Ardea purpurea","Ardea purpurea","Ardea purpurea","Ardea purpurea","Ardea_purpurea"
"271","Dendrocopos leucotos","Dendrocopos leucotos","Dendrocopos leucotos","Dendrocopos leucotos","Dendrocopos leucotos","Dendrocopos_leucotos"
"272","Dendrocopos leucotos","Dendrocopos leucotos","Dendrocopos leucotos","Dendrocopos leucotos","Dendrocopos leucotos","Dendrocopos_leucotos"
"273","Falco cherrug","Falco cherrug","Falco cherrug","Falco cherrug","Falco cherrug","Falco_cherrug"
"274","Otus scops","Otus scops","Otus scops","Otus scops","Otus scops","Otus_scops"
"275","Recurvirostra avosetta","Recurvirostra avosetta","Recurvirostra avosetta","Recurvirostra avosetta","Recurvirostra avosetta","Recurvirostra_avosetta"
"276","Himantopus himantopus","Himantopus himantopus","Himantopus himantopus","Himantopus himantopus","Himantopus himantopus","Himantopus_himantopus"
"277","Himantopus himantopus","Himantopus himantopus","Himantopus himantopus","Himantopus himantopus","Himantopus leucocephalus","Himantopus_leucocephalus"
"278","Himantopus himantopus","Himantopus himantopus","Himantopus himantopus","Himantopus himantopus","Himantopus mexicanus","Himantopus_mexicanus"
"279","Strix uralensis","Strix uralensis","Strix uralensis","Strix uralensis","Strix davidi","Strix_davidi"
"280","Strix uralensis","Strix uralensis","Strix uralensis","Strix uralensis","Strix uralensis","Strix_uralensis"
"281","Egretta garzetta","Egretta garzetta","Egretta garzetta","Egretta garzetta","Egretta garzetta","Egretta_garzetta"
"282","Platalea leucorodia","Platalea leucorodia","Platalea leucorodia","Platalea leucorodia","Platalea leucorodia","Platalea_leucorodia"
"283","Sayornis phoebe","Sayornis phoebe","Sayornis phoebe","Sayornis phoebe","Sayornis phoebe","Sayornis_phoebe"
"284","Zenaida macroura","Zenaida macroura","Zenaida macroura","Zenaida macroura","Zenaida macroura","Zenaida_macroura"
"285","Wilsonia citrina","Setophaga citrina","Wilsonia citrina","Setophaga citrina","Wilsonia citrina","Wilsonia_citrina"
"286","Dendroica magnolia","Setophaga magnolia","Dendroica magnolia","Setophaga magnolia","Dendroica magnolia","Dendroica_magnolia"
"287","Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","Buteo_jamaicensis"
"288","Dendroica pensylvanica","Setophaga pensylvanica","Dendroica pensylvanica","Setophaga pensylvanica","Dendroica pensylvanica","Dendroica_pensylvanica"
"289","Colaptes auratus","Colaptes auratus","Colaptes auratus","Colaptes auratus","Colaptes auratus","Colaptes_auratus"
"290","Colaptes auratus","Colaptes auratus","Colaptes auratus","Colaptes auratus","Colaptes auratus","Colaptes_auratus"
"291","Colaptes auratus","Colaptes auratus","Colaptes auratus","Colaptes auratus","Colaptes auratus","Colaptes_auratus"
"292","Vireo gilvus","Vireo gilvus","Vireo gilvus","Vireo gilvus","Vireo gilvus","Vireo_gilvus"
"293","Spinus tristis","Spinus tristis","Carduelis tristis","Spinus tristis","Carduelis tristis","Carduelis_tristis"
"294","Meleagris gallopavo","Meleagris gallopavo","Meleagris gallopavo","Meleagris gallopavo","Meleagris gallopavo","Meleagris_gallopavo"
"295","Melanerpes carolinus","Melanerpes carolinus","Melanerpes carolinus","Melanerpes carolinus","Melanerpes carolinus","Melanerpes_carolinus"
"296","Picoides pubescens","Dryobates pubescens","Picoides pubescens","Dryobates pubescens","Picoides pubescens","Picoides_pubescens"
"297","Archilochus colubris","Archilochus colubris","Archilochus colubris","Archilochus colubris","Archilochus colubris","Archilochus_colubris"
"298","Sturnella magna","Sturnella magna","Sturnella magna","Sturnella magna","Sturnella magna","Sturnella_magna"
"299","Seiurus motacilla","Parkesia motacilla","Seiurus motacilla","Parkesia motacilla","Seiurus motacilla","Seiurus_motacilla"
"300","Butorides virescens","Butorides striata","Butorides striata","Butorides striata","Butorides striata","Butorides_striata"
"301","Butorides striata","Butorides striata","Butorides striata","Butorides striata","Butorides striata","Butorides_striata"
"302","Butorides virescens","Butorides striata","Butorides striata","Butorides striata","Butorides virescens","Butorides_virescens"
"303","Butorides striata","Butorides striata","Butorides striata","Butorides striata","Butorides virescens","Butorides_virescens"
"304","Junco hyemalis","Junco hyemalis","Junco hyemalis","Junco hyemalis","Junco hyemalis","Junco_hyemalis"
"305","Junco hyemalis","Junco hyemalis","Junco hyemalis","Junco hyemalis","Junco hyemalis","Junco_hyemalis"
"306","Empidonax alnorum","Empidonax alnorum","Empidonax alnorum","Empidonax alnorum","Empidonax alnorum","Empidonax_alnorum"
"307","Molothrus ater","Molothrus ater","Molothrus ater","Molothrus ater","Molothrus ater","Molothrus_ater"
"308","Sitta canadensis","Sitta canadensis","Sitta canadensis","Sitta canadensis","Sitta canadensis","Sitta_canadensis"
"309","Chaetura pelagica","Chaetura pelagica","Chaetura pelagica","Chaetura pelagica","Chaetura pelagica","Chaetura_pelagica"
"310","Falco sparverius","Falco sparverius","Falco sparverius","Falco sparverius","Falco sparverius","Falco_sparverius"
"311","Setophaga ruticilla","Setophaga ruticilla","Setophaga ruticilla","Setophaga ruticilla","Setophaga ruticilla","Setophaga_ruticilla"
"312","Seiurus aurocapilla","Seiurus aurocapilla","Seiurus aurocapilla","Seiurus aurocapilla","Seiurus aurocapilla","Seiurus_aurocapilla"
"313","Sphyrapicus varius","Sphyrapicus varius","Sphyrapicus varius","Sphyrapicus varius","Sphyrapicus varius","Sphyrapicus_varius"
